발생년도,경찰서,소계,살인,강도,절도,폭력
2016,충남천안서북서,3794,12,4,1725,2053
2016,충남천안동남서,3104,3,4,1555,1542
2016,충남서산서,2231,6,5,922,1298
2016,충남아산서,3130,5,9,1254,1862
2016,충남논산서,1150,3,1,580,566
2016,충남공주서,849,2,6,439,402
2016,충남보령서,868,2,7,462,397
2016,충남당진서,1480,2,3,607,868
2016,충남세종서,1471,2,4,639,826
2016,충남홍성서,779,5,1,351,422
2016,충남예산서,589,2,2,266,319
2016,충남부여서,382,4,0,206,172
2016,충남서천서,274,4,2,135,133
2016,충남금산서,326,1,2,152,171
2016,충남청양서,158,0,0,73,85
2016,전북고창서,395,1,0,148,246
2016,전북군산서,2773,3,8,1004,1758
2016,전북김제서,689,1,0,241,447
2016,전북남원서,707,0,2,239,466
2016,전북무주서,135,0,0,61,74
2016,전북부안서,373,0,1,143,229
2016,전북순창서,104,0,0,46,58
2016,전북완주서,567,1,0,257,309
2016,전북익산서,2879,9,15,1152,1703
2016,전북임실서,125,0,0,43,82
2016,전북장수서,140,0,0,61,79
2016,전북전주덕진서,2500,2,7,1113,1378
2016,전북전주완산서,2996,8,5,1273,1710
2016,전북정읍서,823,3,1,246,573
2016,전북진안서,82,0,0,38,44
2016,전남목포서,3603,6,5,1264,2328
2016,전남여수서,3039,3,6,1064,1966
2016,전남순천서,2596,5,4,882,1705
2016,전남나주서,832,2,0,366,464
2016,전남광양서,1086,2,5,398,681
2016,전남고흥서,467,2,0,169,296
2016,전남해남서,601,2,2,201,396
2016,전남장흥서,385,0,0,125,260
2016,전남보성서,321,0,0,147,174
2016,전남영광서,457,0,0,131,326
2016,전남화순서,390,2,0,137,251
2016,전남함평서,177,2,0,89,86
2016,전남영암서,486,0,0,192,294
2016,전남장성서,389,1,1,189,198
2016,전남강진서,248,2,1,95,150
2016,전남담양서,341,1,0,151,189
2016,전남곡성서,169,0,1,56,112
2016,전남완도서,384,2,0,101,281
2016,전남무안서,530,2,2,240,286
2016,전남진도서,273,0,1,95,177
2016,전남구례서,203,1,1,76,125
2016,경북경주서,2453,6,6,1139,1302
2016,경북포항북부서,2414,2,1,963,1448
2016,경북포항남부서,2209,8,6,970,1225
2016,경북구미서,3753,5,15,1562,2171
2016,경북경산서,2975,3,6,1318,1648
2016,경북안동서,1634,2,1,575,1056
2016,경북김천서,1216,1,1,448,766
2016,경북영주서,755,2,1,269,483
2016,경북영천서,872,3,1,344,524
2016,경북상주서,673,1,2,261,409
2016,경북문경서,585,0,0,228,357
2016,경북칠곡서,949,3,4,333,609
2016,경북의성서,274,1,0,102,171
2016,경북청도서,302,1,0,115,186
2016,경북영덕서,327,3,1,155,168
2016,경북울진서,261,1,0,86,174
2016,경북봉화서,121,1,0,36,84
2016,경북예천서,211,0,0,90,121
2016,경북성주서,314,0,0,113,201
2016,경북청송서,169,1,0,36,132
2016,경북영양서,85,0,0,16,69
2016,경북군위서,133,0,1,50,82
2016,경북고령서,211,2,0,69,140
2016,경북울릉서,51,1,0,7,43
2016,경남창원중부서,2314,3,6,977,1328
2016,경남창원서부서,1952,4,6,830,1112
2016,경남마산중부서,1387,3,5,522,857
2016,경남마산동부서,2171,5,5,868,1293
2016,경남진주서,3465,5,6,1701,1753
2016,경남김해중부서,3685,6,4,1467,2208
2016,경남김해서부서,1905,3,6,919,977
2016,경남양산서,2475,4,7,974,1490
2016,경남진해서,1572,3,4,553,1012
2016,경남통영서,1521,3,1,548,969
2016,경남사천서,893,3,1,302,587
2016,경남거제서,2800,2,5,1116,1677
2016,경남밀양서,911,2,4,412,493
2016,경남거창서,520,1,0,233,286
2016,경남합천서,205,1,2,60,142
2016,경남창녕서,300,2,0,129,169
2016,경남고성서,489,2,1,181,305
2016,경남하동서,305,0,0,129,176
2016,경남남해서,212,1,0,77,134
2016,경남함양서,226,1,0,63,162
2016,경남산청서,202,1,1,85,115
2016,경남함안서,378,0,3,138,237
2016,경남의령서,166,1,0,53,112
2016,제주서귀포서,2550,1,1,922,1626
2016,제주동부서,3776,12,8,1310,2446
2016,제주서부서,3275,3,16,1259,1997
2015,서울중부서,2755,2,3,1395,1355
2015,서울종로서,2357,3,6,1070,1278
2015,서울남대문서,2029,1,6,1153,869
2015,서울서대문서,3875,2,5,1812,2056
2015,서울혜화서,2137,3,5,1114,1015
2015,서울용산서,3626,5,14,1557,2050
2015,서울성북서,2151,2,2,953,1194
2015,서울동대문서,4547,5,13,1981,2548
2015,서울마포서,5560,8,14,2555,2983
2015,서울영등포서,6572,14,22,2964,3572
2015,서울성동서,3232,4,9,1607,1612
2015,서울동작서,3789,5,9,1865,1910
2015,서울광진서,5669,4,14,3026,2625
2015,서울서부서,2015,2,2,819,1192
2015,서울강북서,4104,7,14,1434,2649
2015,서울금천서,3630,3,6,1567,2054
2015,서울중랑서,5006,13,11,2135,2847
2015,서울강남서,4894,3,15,2411,2465
2015,서울관악서,6025,9,12,2706,3298
2015,서울강서서,5323,7,13,2096,3207
2015,서울강동서,5088,4,6,2366,2712
2015,서울종암서,1853,3,3,832,1015
2015,서울구로서,5365,8,15,2335,3007
2015,서울서초서,3849,7,8,1982,1852
2015,서울양천서,4408,3,6,1890,2509
2015,서울송파서,6558,11,13,3239,3295
2015,서울노원서,4933,10,7,2193,2723
2015,서울방배서,1202,1,1,653,547
2015,서울은평서,2564,1,7,1095,1461
2015,서울도봉서,2562,3,9,1063,1487
2015,서울수서서,3274,10,6,1439,1819
2015,부산중부서,1758,3,10,932,813
2015,부산동래서,2969,4,21,1305,1639
2015,부산영도서,1197,2,3,511,681
2015,부산동부서,1764,5,7,889,863
2015,부산진서,6444,9,19,3323,3093
2015,부산서부서,1513,2,6,771,734
2015,부산남부서,4459,4,18,2201,2236
2015,부산해운대서,4508,4,12,2375,2117
2015,부산사상서,2901,6,17,1430,1448
2015,부산금정서,2572,4,3,1240,1325
2015,부산사하서,3332,6,9,1708,1609
2015,부산연제서,2933,3,15,1212,1703
2015,부산강서서,969,1,1,522,445
2015,부산북부서,2598,3,14,1040,1541
2015,부산기장서,1291,3,6,657,625
2015,대구중부서,2826,1,4,1675,1146
2015,대구동부서,3785,5,8,1739,2033
2015,대구서부서,3129,4,6,1159,1960
2015,대구남부서,2290,4,4,1132,1150
2015,대구북부서,2493,4,7,1344,1138
2015,대구수성서,3696,5,9,1724,1958
2015,대구달서서,2517,3,1,1044,1469
2015,대구성서서,3976,6,16,1690,2264
2015,대구달성서,1311,1,4,562,744
2015,대구강북서,1539,3,1,698,837
2015,인천중부서,2297,6,8,723,1560
2015,인천남부서,4726,9,27,1651,3039
2015,인천남동서,5571,17,26,2115,3413
2015,인천부평서,2931,5,15,1201,1710
2015,인천서부서,4188,4,5,1359,2820
2015,인천계양서,2810,2,10,1035,1763
2015,인천강화서,477,0,1,139,337
2015,인천연수서,2565,4,5,1051,1505
2015,인천삼산서,3250,4,6,1396,1844
2015,광주동부서,2263,3,5,1100,1155
2015,광주서부서,4548,5,10,2050,2483
2015,광주북부서,5210,5,14,2570,2621
2015,광주광산서,4012,4,12,1743,2253
2015,광주남부서,2047,1,3,962,1081
2015,대전중부서,4422,4,22,2117,2279
2015,대전동부서,3390,6,16,1780,1588
2015,대전서부서,2835,0,4,1382,1449
2015,대전대덕서,2199,6,5,1148,1040
2015,대전둔산서,4829,7,15,2638,2169
2015,대전유성서,742,1,2,437,302
2015,울산남부서,5195,3,20,1977,3195
2015,울산중부서,3908,9,5,1704,2190
2015,울산울주서,2290,5,3,815,1467
2015,울산동부서,2371,5,1,960,1405
2015,경기의정부서,5664,7,15,2311,3331
2015,경기고양서,3292,10,7,1361,1914
2015,경기일산서,4265,7,7,1923,2328
2015,경기남양주서,5030,11,12,1895,3112
2015,경기파주서,3252,7,5,1138,2102
2015,경기양주서,2084,3,5,729,1347
2015,경기동두천서,1266,3,0,418,845
2015,경기구리서,2621,3,6,1039,1573
2015,경기포천서,1859,7,3,597,1252
2015,경기가평서,803,0,3,278,522
2015,경기연천서,507,1,0,167,339
2015,경기수원중부서,4721,4,9,1971,2737
2015,경기수원남부서,6074,3,17,2816,3238
2015,경기수원서부서,3832,6,12,1733,2081
2015,경기안양동안서,2638,6,3,994,1635
2015,경기안양만안서,2785,2,4,1146,1633
2015,경기군포서,2439,2,5,950,1482
2015,경기성남수정서,2907,2,19,1030,1856
2015,경기성남중원서,3538,4,9,1356,2169
2015,경기분당서,3301,4,2,1559,1736
2015,경기부천소사서,2170,4,11,1030,1125
2015,경기부천원미서,6586,12,10,3197,3367
2015,경기부천오정서,2019,4,4,832,1179
2015,경기광명서,3142,2,4,1227,1909
2015,경기안산단원서,6076,10,26,2449,3591
2015,경기안산상록서,4514,10,16,1717,2771
2015,경기시흥서,4737,15,14,1791,2917
2015,경기평택서,5565,7,20,2162,3376
2015,경기화성동부서,5304,10,11,2364,2919
2015,경기화성서부서,2460,10,5,1034,1411
2015,경기용인동부서,4009,9,7,1847,2146
2015,경기용인서부서,2219,3,4,951,1261
2015,경기광주서,2827,12,4,1072,1739
2015,경기과천서,390,2,0,172,216
2015,경기의왕서,818,0,2,312,504
2015,경기하남서,1347,1,2,583,761
2015,경기이천서,1898,5,8,652,1233
2015,경기김포서,2603,6,7,1097,1493
2015,경기안성서,1996,2,2,860,1132
2015,경기여주서,1115,4,5,416,690
2015,경기양평서,910,3,1,283,623
2015,강원강릉서,2466,5,8,829,1624
2015,강원고성서,245,0,0,82,163
2015,강원동해서,1044,2,0,290,752
2015,강원삼척서,725,0,0,196,529
2015,강원속초서,1356,1,0,439,916
2015,강원양구서,132,0,0,63,69
2015,강원영월서,250,1,0,88,161
2015,강원원주서,4280,10,9,1780,2481
2015,강원인제서,205,0,0,75,130
2015,강원정선서,414,2,1,230,181
2015,강원철원서,232,1,1,96,134
2015,강원춘천서,2777,6,9,1131,1631
2015,강원태백서,437,0,0,131,306
2015,강원평창서,330,0,1,147,182
2015,강원홍천서,529,1,5,188,335
2015,강원화천서,109,0,0,46,63
2015,강원횡성서,333,4,1,155,173
2015,충북괴산서,527,1,3,291,232
2015,충북단양서,212,0,0,76,136
2015,충북보은서,206,3,0,90,113
2015,충북영동서,332,0,1,123,208
2015,충북옥천서,371,1,0,168,202
2015,충북음성서,935,0,1,384,550
2015,충북제천서,1265,7,2,524,732
2015,충북진천서,657,1,0,293,363
2015,충북청주청원서,3089,7,15,1482,1585
2015,충북청주흥덕서,4155,5,7,1872,2271
2015,충북충주서,2050,2,6,922,1120
2015,충북청주상당서,2803,7,8,1338,1450
2015,충남천안서북서,3751,8,13,1905,1825
2015,충남천안동남서,3567,4,9,2038,1516
2015,충남서산서,2140,3,8,1026,1103
2015,충남아산서,3244,9,2,1488,1745
2015,충남논산서,1212,6,4,688,514
2015,충남공주서,827,2,0,425,400
2015,충남보령서,1162,8,3,689,462
2015,충남당진서,1531,3,3,764,761
2015,충남세종서,1112,3,0,647,462
2015,충남홍성서,719,2,2,373,342
2015,충남예산서,712,0,3,352,357
2015,충남부여서,459,0,1,293,165
2015,충남서천서,341,1,0,208,132
2015,충남금산서,379,3,2,218,156
2015,충남청양서,202,1,1,110,90
2015,전북고창서,461,0,1,173,287
2015,전북군산서,3279,5,7,1463,1804
2015,전북김제서,836,1,1,357,477
2015,전북남원서,736,0,2,291,443
2015,전북무주서,177,1,0,76,100
2015,전북부안서,487,0,1,214,272
2015,전북순창서,154,0,0,65,89
2015,전북완주서,592,1,0,268,323
2015,전북익산서,3150,8,14,1389,1739
2015,전북임실서,164,1,0,76,87
2015,전북장수서,154,0,0,89,65
2015,전북전주덕진서,3262,4,9,1752,1497
2015,전북전주완산서,3336,7,12,1656,1661
2015,전북정읍서,1135,2,0,567,566
2015,전북진안서,108,0,0,52,56
2015,전남목포서,4262,3,10,1605,2644
2015,전남여수서,2827,6,6,1032,1783
2015,전남순천서,2862,2,9,1192,1659
2015,전남나주서,858,5,3,379,471
2015,전남광양서,1262,3,1,472,786
2015,전남고흥서,584,2,0,214,368
2015,전남해남서,669,1,0,289,379
2015,전남장흥서,327,1,1,139,186
2015,전남보성서,357,0,0,154,203
2015,전남영광서,496,1,1,216,278
2015,전남화순서,426,0,1,192,233
2015,전남함평서,222,1,0,97,124
2015,전남영암서,550,2,0,222,326
2015,전남장성서,399,1,3,195,200
2015,전남강진서,330,0,0,121,209
2015,전남담양서,305,1,0,141,163
2015,전남곡성서,167,0,0,68,99
2015,전남완도서,394,1,2,116,275
2015,전남무안서,628,2,1,300,325
2015,전남진도서,304,3,0,111,190
2015,전남구례서,190,0,0,53,137
2015,경북경주서,2643,6,9,1297,1331
2015,경북포항북부서,2587,4,7,1135,1441
2015,경북포항남부서,2738,4,2,1348,1384
2015,경북구미서,4419,5,13,2211,2190
2015,경북경산서,2573,3,14,1174,1382
2015,경북안동서,1713,2,0,678,1033
2015,경북김천서,1261,1,3,505,752
2015,경북영주서,786,1,9,250,526
2015,경북영천서,781,2,5,303,471
2015,경북상주서,711,1,1,321,388
2015,경북문경서,657,1,1,234,421
2015,경북칠곡서,868,4,3,322,539
2015,경북의성서,274,0,0,120,154
2015,경북청도서,315,1,1,116,197
2015,경북영덕서,286,2,1,137,146
2015,경북울진서,271,2,0,89,180
2015,경북봉화서,167,1,0,53,113
2015,경북예천서,211,3,0,81,127
2015,경북성주서,356,0,0,148,208
2015,경북청송서,216,0,1,64,151
2015,경북영양서,106,1,0,35,70
2015,경북군위서,151,0,0,66,85
2015,경북고령서,250,0,1,128,121
2015,경북울릉서,61,0,0,4,57
2015,경남창원중부서,3046,4,10,1554,1478
2015,경남창원서부서,2569,4,6,1360,1199
2015,경남마산중부서,1905,4,3,869,1029
2015,경남마산동부서,2477,3,5,1257,1212
2015,경남진주서,3724,4,13,2029,1678
2015,경남김해중부서,4016,6,14,1800,2196
2015,경남김해서부서,1884,2,3,938,941
2015,경남양산서,2671,8,2,1205,1456
2015,경남진해서,1867,6,2,816,1043
2015,경남통영서,1606,4,3,598,1001
2015,경남사천서,1043,4,4,360,675
2015,경남거제서,3027,3,4,1395,1625
2015,경남밀양서,823,5,1,331,486
2015,경남거창서,409,0,0,148,261
2015,경남합천서,243,0,1,95,147
2015,경남창녕서,320,3,2,99,216
2015,경남고성서,600,1,2,254,343
2015,경남하동서,293,1,1,104,187
2015,경남남해서,263,3,3,107,150
2015,경남함양서,182,1,0,69,112
2015,경남산청서,211,0,1,88,122
2015,경남함안서,571,1,3,290,277
2015,경남의령서,168,0,1,62,105
2015,제주서귀포서,2311,1,4,928,1378
2015,제주동부서,4029,11,17,1797,2204
2015,제주서부서,3427,15,12,1498,1902
2014,서울중부서,2789,3,8,1364,1414
2014,서울종로서,2267,3,6,975,1283
2014,서울남대문서,2221,3,5,1212,1001
2014,서울서대문서,4009,3,4,1883,2119
2014,서울혜화서,2528,0,6,1297,1225
2014,서울용산서,3586,1,7,1560,2018
2014,서울성북서,2369,6,7,1141,1215
2014,서울동대문서,4222,12,13,1809,2388
2014,서울마포서,5475,4,22,2763,2686
2014,서울영등포서,6753,14,10,3080,3649
2014,서울성동서,3441,1,5,1753,1682
2014,서울동작서,3666,2,9,1787,1868
2014,서울광진서,6019,8,16,3167,2828
2014,서울서부서,2326,0,13,1010,1303
2014,서울강북서,3841,6,21,1494,2320
2014,서울금천서,3680,7,9,1552,2112
2014,서울중랑서,5190,11,14,2390,2775
2014,서울강남서,5052,8,19,2340,2685
2014,서울관악서,6420,7,25,3029,3359
2014,서울강서서,5075,8,9,2341,2717
2014,서울강동서,5244,5,10,2425,2804
2014,서울종암서,2072,2,9,989,1072
2014,서울구로서,5137,3,14,2377,2743
2014,서울서초서,3854,4,12,2018,1820
2014,서울양천서,4513,5,11,2058,2439
2014,서울송파서,7749,9,9,4199,3532
2014,서울노원서,5139,5,8,2404,2722
2014,서울방배서,1419,2,2,729,686
2014,서울은평서,2917,5,11,1342,1559
2014,서울도봉서,2952,6,11,1350,1585
2014,서울수서서,3287,5,18,1555,1709
2014,부산중부서,1815,4,7,923,881
2014,부산동래서,3150,2,7,1633,1508
2014,부산영도서,1216,3,5,515,693
2014,부산동부서,1699,4,3,769,923
2014,부산진서,6291,6,20,3312,2953
2014,부산서부서,1451,5,6,732,708
2014,부산남부서,5265,4,10,3001,2250
2014,부산해운대서,4412,9,18,2289,2096
2014,부산사상서,3556,12,21,1985,1538
2014,부산금정서,2997,4,3,1456,1534
2014,부산사하서,3521,6,18,1639,1858
2014,부산연제서,2858,2,0,1368,1488
2014,부산강서서,845,1,1,490,353
2014,부산북부서,2961,6,6,1260,1689
2014,부산기장서,1219,2,6,597,614
2014,대구남부서,2293,0,4,1064,1225
2014,대구달서서,2531,4,1,1217,1309
2014,대구달성서,1361,2,2,674,683
2014,대구동부서,4346,5,20,2390,1931
2014,대구북부서,2394,3,6,1339,1046
2014,대구서부서,3009,6,8,1295,1700
2014,대구성서서,3979,2,8,1933,2036
2014,대구수성서,3959,5,5,2118,1831
2014,대구중부서,2984,6,7,1842,1129
2014,대구강북서,1565,1,3,732,829
2014,인천중부서,2283,6,8,777,1492
2014,인천남부서,4724,10,26,1814,2874
2014,인천남동서,5010,16,16,1855,3123
2014,인천부평서,2845,4,13,1260,1568
2014,인천서부서,3879,5,16,1283,2575
2014,인천계양서,2306,3,12,648,1643
2014,인천강화서,448,1,0,102,345
2014,인천연수서,2179,5,4,848,1322
2014,인천삼산서,2927,0,15,1131,1781
2014,광주동부서,2568,2,15,1256,1295
2014,광주서부서,5295,8,9,2668,2610
2014,광주북부서,5871,6,16,2963,2886
2014,광주광산서,4644,3,10,2396,2235
2014,광주남부서,2279,0,3,1108,1168
2014,대전중부서,3882,2,30,2213,1637
2014,대전동부서,3443,9,11,2234,1189
2014,대전서부서,2612,3,6,1549,1054
2014,대전대덕서,2186,7,10,1375,794
2014,대전둔산서,6285,8,25,4056,2196
2014,울산남부서,4775,8,18,1932,2817
2014,울산중부서,4029,8,8,1942,2071
2014,울산울주서,2289,5,3,896,1385
2014,울산동부서,2386,2,3,1017,1364
2014,경기수원중부서,4279,4,7,1990,2278
2014,경기수원남부서,5923,8,13,2895,3007
2014,경기수원서부서,3999,4,11,1910,2074
2014,경기안양동안서,2608,5,9,994,1600
2014,경기안양만안서,2667,2,3,1177,1485
2014,경기군포서,2720,1,4,1285,1430
2014,경기성남수정서,3070,2,7,1270,1791
2014,경기성남중원서,3630,5,8,1533,2084
2014,경기분당서,3536,5,15,1745,1771
2014,경기부천소사서,2410,2,4,1218,1186
2014,경기부천원미서,6682,9,16,3531,3126
2014,경기부천오정서,2017,1,4,935,1077
2014,경기광명서,3757,3,11,1666,2077
2014,경기안산단원서,5246,10,16,2422,2798
2014,경기안산상록서,3969,2,3,1819,2145
2014,경기시흥서,4596,13,12,1883,2688
2014,경기평택서,6182,8,20,2824,3330
2014,경기화성동부서,4767,5,11,2267,2484
2014,경기화성서부서,2338,8,6,1120,1204
2014,경기용인동부서,3801,8,15,1818,1960
2014,경기용인서부서,2215,0,1,1087,1127
2014,경기광주서,2564,3,8,1029,1524
2014,경기과천서,483,1,1,239,242
2014,경기의왕서,783,1,1,296,485
2014,경기하남서,1350,1,4,573,772
2014,경기이천서,2109,4,13,733,1359
2014,경기김포서,2599,6,6,1143,1444
2014,경기안성서,1827,5,3,851,968
2014,경기여주서,1062,5,3,396,658
2014,경기양평서,660,3,2,225,430
2014,경기의정부서,5952,9,13,2602,3328
2014,경기고양서,3384,5,4,1522,1853
2014,경기일산서,4208,6,13,2169,2020
2014,경기남양주서,4598,9,15,1789,2785
2014,경기파주서,3309,10,10,1272,2017
2014,경기양주서,1867,1,11,753,1102
2014,경기동두천서,1325,2,4,395,924
2014,경기구리서,2443,3,7,1018,1415
2014,경기포천서,1773,5,4,758,1006
2014,경기가평서,819,2,2,356,459
2014,경기연천서,477,1,0,200,276
2014,강원강릉서,2532,3,11,1050,1468
2014,강원고성서,264,2,1,70,191
2014,강원동해서,1052,0,4,326,722
2014,강원삼척서,759,0,1,303,455
2014,강원속초서,1189,1,2,391,795
2014,강원양구서,117,1,1,51,64
2014,강원영월서,257,1,3,78,175
2014,강원원주서,4408,6,12,1793,2597
2014,강원인제서,163,0,0,68,95
2014,강원정선서,344,3,2,192,147
2014,강원철원서,237,0,0,124,113
2014,강원춘천서,2891,2,13,1109,1767
2014,강원태백서,377,1,1,113,262
2014,강원평창서,287,1,0,114,172
2014,강원홍천서,578,2,4,228,344
2014,강원화천서,128,0,0,50,78
2014,강원횡성서,322,2,1,143,176
2014,충북괴산서,595,2,2,332,259
2014,충북단양서,222,1,0,97,124
2014,충북보은서,203,0,0,96,107
2014,충북영동서,303,1,0,150,152
2014,충북옥천서,387,0,0,172,215
2014,충북음성서,752,3,3,348,398
2014,충북제천서,1448,6,6,582,854
2014,충북진천서,661,1,2,299,359
2014,충북청주청원서,2736,4,13,1357,1362
2014,충북청주흥덕서,4617,6,18,2356,2237
2014,충북충주서,2091,4,4,1092,991
2014,충북청주상당서,2730,5,7,1351,1367
2014,충남천안서북서,3936,10,19,1991,1916
2014,충남천안동남서,3908,7,14,2428,1459
2014,충남서산서,2138,10,4,1083,1041
2014,충남아산서,3139,7,8,1428,1696
2014,충남논산서,1262,7,5,773,477
2014,충남공주서,987,2,3,585,397
2014,충남보령서,1186,4,9,721,452
2014,충남당진서,1403,4,4,718,677
2014,충남세종서,962,0,1,595,366
2014,충남홍성서,749,4,6,404,335
2014,충남예산서,715,3,2,397,313
2014,충남부여서,492,2,3,317,170
2014,충남서천서,326,0,0,178,148
2014,충남금산서,421,0,1,247,173
2014,충남청양서,224,3,1,114,106
2014,전북고창서,448,0,0,198,250
2014,전북군산서,3027,4,8,1295,1720
2014,전북김제서,775,2,2,367,404
2014,전북남원서,599,2,0,248,349
2014,전북무주서,200,0,1,97,102
2014,전북부안서,420,0,1,186,233
2014,전북순창서,134,1,0,58,75
2014,전북완주서,553,3,4,253,293
2014,전북익산서,3295,5,13,1749,1528
2014,전북임실서,141,0,0,69,72
2014,전북장수서,100,0,1,52,47
2014,전북전주덕진서,3347,4,19,1912,1412
2014,전북전주완산서,3663,5,11,1887,1760
2014,전북정읍서,1110,3,4,492,611
2014,전북진안서,110,1,0,46,63
2014,전남목포서,3645,6,13,1699,1927
2014,전남여수서,2769,3,8,1131,1627
2014,전남순천서,3033,4,5,1345,1679
2014,전남나주서,841,2,1,360,478
2014,전남광양서,1258,2,1,488,767
2014,전남고흥서,406,2,0,177,227
2014,전남해남서,655,1,0,255,399
2014,전남장흥서,246,2,0,107,137
2014,전남보성서,309,0,0,139,170
2014,전남영광서,610,2,1,366,241
2014,전남화순서,408,2,0,175,231
2014,전남함평서,209,0,0,92,117
2014,전남영암서,575,2,3,265,305
2014,전남장성서,307,3,1,156,147
2014,전남강진서,239,1,1,103,134
2014,전남담양서,337,3,0,161,173
2014,전남곡성서,234,1,0,126,107
2014,전남완도서,436,1,0,126,309
2014,전남무안서,694,1,3,345,345
2014,전남진도서,322,3,0,122,197
2014,전남구례서,203,2,0,74,127
2014,경북경주서,2549,8,5,1236,1300
2014,경북포항북부서,2672,6,2,1328,1336
2014,경북포항남부서,2301,5,3,1198,1095
2014,경북구미서,4449,5,20,2311,2113
2014,경북경산서,2748,7,4,1406,1331
2014,경북안동서,1603,0,0,753,850
2014,경북김천서,1129,1,3,569,556
2014,경북영주서,746,4,3,280,459
2014,경북영천서,736,2,2,303,429
2014,경북상주서,845,4,0,415,426
2014,경북문경서,557,0,1,265,291
2014,경북칠곡서,1058,3,3,544,508
2014,경북의성서,324,0,1,139,184
2014,경북청도서,387,3,4,175,205
2014,경북영덕서,212,0,2,102,108
2014,경북울진서,276,1,0,109,166
2014,경북봉화서,180,0,0,65,115
2014,경북예천서,208,3,0,96,109
2014,경북성주서,337,0,0,171,166
2014,경북청송서,193,1,1,46,145
2014,경북영양서,93,0,0,26,67
2014,경북군위서,141,0,1,83,57
2014,경북고령서,266,1,0,117,148
2014,경북울릉서,59,0,0,6,53
2014,경남창원중부서,2624,6,9,1399,1210
2014,경남창원서부서,2392,3,8,1262,1119
2014,경남마산중부서,1775,4,5,863,903
2014,경남마산동부서,2458,3,14,1315,1126
2014,경남진주서,3873,12,7,2267,1587
2014,경남김해중부서,3954,4,1,1958,1991
2014,경남김해서부서,2834,3,6,1825,1000
2014,경남양산서,2707,5,9,1277,1416
2014,경남진해서,1498,3,1,675,819
2014,경남통영서,1698,4,3,814,877
2014,경남사천서,1137,2,1,435,699
2014,경남거제서,2473,5,5,1229,1234
2014,경남밀양서,867,1,3,457,406
2014,경남거창서,366,2,0,168,196
2014,경남합천서,205,3,0,75,127
2014,경남창녕서,354,3,0,167,184
2014,경남고성서,630,3,2,279,346
2014,경남하동서,295,0,0,108,187
2014,경남남해서,293,0,0,119,174
2014,경남함양서,275,0,0,116,159
2014,경남산청서,213,2,0,93,118
2014,경남함안서,522,4,5,237,276
2014,경남의령서,173,0,0,77,96
2014,제주서귀포서,2308,1,3,1120,1184
2014,제주동부서,4218,7,9,2149,2053
2014,제주서부서,3607,9,13,1700,1885
